text_clean,campaign
"Hello, আমার name আলিয়া। আপনাকে বিরক্ত করার জন্য sorry। আমি [URL] human resource department থেকে বলছি। আপনার কয়েক মিনিট time নিতে পারি কি? ২:৩০ PM আমাদের company আপনাকে একটি part-time job দিতে পেরে happy, যা আপনি আপনার free time-এ করতে পারবেন, তাই আমাদের প্রচুর সংখ্যক associate employee নিয়োগ করতে হবে (কোন fee এবং কোন investment নেই)। এই job-টি simple এবং flexible এবং আপনার current job-এর সাথে কোনভাবেই বাধা দেবে না। পরে আপনি প্রতিদিন মাত্র ৫-১০ মিনিটের মধ্যে easily ৩০০-১২০০ টাকা earn করতে পারবেন। আপনি কি এই job-টিতে interested?",5
Bangladesh Bank theke guruttopurno barta. Joruri bhittite call korun: [PHONE],6
আপনার credit card এর limit বাড়াতে এখানে click করুন: [URL],2
Place bets at casino today and win a luxury trip! Join: [URL],4
Your father hospitalized emergency. Medical fee 45672 TK needed: [URL],1
"⏩নতুন website [PROFITSHOP24] ▶️Registration fee 15 TK ▶️ Registration link: inbox। 🌟 কাজ হলোঃ YouTube এ video দেখা,,অথবা Facebook এ একটা page follow দিয়ে আপনি 1-3 TK income করতে পারবেন।🔥😱 👉মাত্র ৩৫ TK হলেই withdraw দিতে পারবেন 👈",5
"প্রিয় গ্রাহক, আপনার Banglalink নম্বর ব্লক হওয়ার পথে। সেবা চালু রাখতে এখনই [URL] এ গিয়ে আপনার জাতীয় পরিচয়পত্র যাচাই করুন।",5
আপনার প্যাকেজ ডেলিভারি করতে একটি নতুন ঠিকানা প্রয়োজন। এখানে ক্লিক করুন: [URL],2
Easy way to earn TK 200–300 daily! Click here: [URL],7
আপনার Dutch-Bangla ATM card unusual transaction detect করেছে। Verify করতে এখনই click করুন [URL] এবং provide OTP 4523,3
You’ve won a lucky draw! পুরস্কার claim করতে click করুন: [URL],3
নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: [URL],2
BPL e baji dhorun ebong 7 diner jonno ekta free chhuti jitun. Shuru korun: [URL],6
Bangladesh Bank theke joruri barta. Call korun: [PHONE],6
Football e baji dhorun ebong ekta notun laptop jitun! Ekhane click korun: [URL],6
Passport renewal urgent! Process fee 5000TK required immediately or expired.,1
Apni Agrani Bank card er fraud attempt er jonne risk list e chole aschen. Unlock korte online verification korte hobe. Kindly click ei secure portal: [URL] and submit apnar pin. Delay hole taka freeze hoye jabe.,8
আপনার NID কার্ড ভেরিফিকেশন প্রয়োজন। এখনই ডাউনলোড: verify-nid.ml,5
"Uddipan।Post: FPO & Branch Accountant। Exam: ০৪/০৫/২৪ (Saturday)। Time: ০৯:০০ AM। Venue: Sylhet Zone Office। Documents: ২ copy photo, CV, application, NID copy, certificates। Address: Shobhashram, ২/১,J block, Shahjalal Uposhohor। Contact: [PHONE] ।",1
"DBBL কার্ড হোল্ডার, আপনার পাসওয়ার্ড ফাঁস হয়েছে। এখনই [URL] এ গিয়ে পরিবর্তন করুন।",5
আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: [PHONE],9
Bkash anti-fraud team er notice: Apnar wallet er upor foreign device theke repeated login attempt detect kora hoyeche. Ei suspicious activity protect korte apnar OTP and PIN confirm korte hobe. Please reply to [PHONE] within 2hr. Na korle wallet block hoye jabe permanently.,8
আপনার mobile SIM পুনরায় activate করতে call করুন [PHONE],3
Win free hotel booking with Mashrafe by betting at casino. Start: [URL],4
Assalamualikum! Apni Ki Barite Boshe Kono Taka Investment Na Kore Taka Income Korte Can? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Korte Parben Bot Link :- [URL],6
"আপনি Grameenphone থেকে 5G router জেতার জন্য selected হয়েছেন। Your winning code হলো GPWIN789। To claim, এই site visit করুন: [URL]",5
Apnar mobile application update korte call korun [PHONE],8
"গ্রামীণফোন গ্রাহক, আপনার সিম থেকে সন্দেহজনক কল শনাক্ত হয়েছে। পরিষেবা চালু রাখতে [URL] এ নাম, জন্মতারিখ ও OTP দিন। যাচাই সম্পন্ন না হলে সিম বন্ধ হবে।",5
Congratulations! Dutch-Bangla lucky draw prize ৬ লাখ TK। Claim করতে visit করুন [URL] with code 8154 before ২০ Sep,3
Alert! Order ID #MFHK98Z Your card has been charged $765.00 on AMZ for SONY Alpha SLT-A55 DSLR camera. To cancel and get refund? Call us + 1844 6620 383,1
"Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK1900 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.",1
DBBL card expire hote cholche. Renewal korte form fillup korun: [URL],8
apnar mobile number jachai korar jonno ekhane click korun: [URL],8
"আপনার পরবর্তী গ্রামীণফোন রিচার্জে BDT 2,000 ডিসকাউন্ট পান।",5
Ajii casino te baji dhorun ebong ekta free trip jitun! Jog din: [URL],6
আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে [URL] এ প্রবেশ করুন।,5
আপনার bank account-এ ১০ crore TK deposit হয়েছে! Confirm করতে call করুন: [PHONE],3
Apnader chakrir abedon monjur hoyeche ebong beton protidin 3000 taka. Jogajoger tothyo: [ [URL],6
Apnar mobile nombar jachai korte ekhane click korun: [URL],8
Jonota Bank account update korte ekhane click korun: [URL],8
Special offer in crypto trading! Login now: [URL],1
Apni Royal Tulip Sea Pearl Resort-e binamulye 3 diner obosthan jitechen. Nishchito korte 017XX e call korun.,6
"Jamuna Bank urgent alert! Apnar online banking account suspicious activity er karone restricted hoyeche. Please login ekhuni: [URL] and verify apnar details. Jodi verification complete na koren, apnar account terminate hoye jabe.",8
Apnar bank account-er password poriborton korun. Onugroho kore ekhane click korun: [URL],8
"Get 3,00,000 taka by investing 1,00,000 taka! Call: [PHONE]",6
"Dear applicant, you have been selected for an interview with the center enemy leadership on Tuesday 04/05 at 9 AM @1st floor. Please contact for inquiry: [PHONE]",1
Bitcoin investment opportunity! Daily 2000 TK income. Register: [URL],1
Bank security audit failed. Account will close unless you pay audit fee 12500 TK: [URL],1
Bet on football and win a luxury car. Click: [URL],4
Medical emergency: Your wife needs surgery. Hospital deposit 45000 TK: [URL],1
"Bangladesh Bank er taraf theke final reminder: Apnar NID information er sathe mismatch dekha jacche. Eita resolve korte please form submit korun: [URL] Jodi apni verification complete na koren, apnar account freeze hoye jabe.",8
Free crypto পাওয়ার opportunity! এখানে click করুন: [URL],2
GP mega prize announcement: Apni GP special lucky draw te 5 lakh TK win korechen. Prize collect korte verification fee pay korte hobe. Call now: [PHONE] . Late hole prize cancel hoye jabe.,8
Crypto investment-এ profit করুন! Start today: [URL],4
