label,text,source,text_clean
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801714455667",Bengali,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: [PHONE]"
smish,"https://t.me/Referincomebd4536_bot?start=r05228152535
যারা free income করতে চান তাড়া এই refer-এর মাধ্যমে করতে পারেন✅",CodeMix,[URL] যারা free income করতে চান তাড়া এই refer-এর মাধ্যমে করতে পারেন✅
normal,তোমার siblings কেমন আছে?,CodeMix,তোমার siblings কেমন আছে?
promo,Bata shoe festival! All footwear 40% off. Additional 10% discount with mobile banking payment!,English,Bata shoe festival! All footwear 40% off. Additional 10% discount with mobile banking payment!
promo,PHP Family restaurant buffet! Unlimited Bengali cuisine 599 TK per person. Book table: 01711223344!,English,PHP Family restaurant buffet! Unlimited Bengali cuisine 599 TK per person. Book table: [PHONE] !
promo,Foodpanda 70% discount on your first 3 orders! Use code: WELCOME70. Order now via app!,English,Foodpanda 70% discount on your first 3 orders! Use code: WELCOME70. Order now via app!
promo,Banglalink unlimited music lovers offer: Sudhu 109TK e 30 din unlimited gaan sunar facility. Caller tune free included. Dial *222*109# and enjoy music non-stop.,Banglish,Banglalink unlimited music lovers offer: Sudhu 109TK e 30 din unlimited gaan sunar facility. Caller tune free included. Dial *222*109# and enjoy music non-stop.
promo,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।,Bengali,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
normal,আমার কি করতে হবে বলো।,Bengali,আমার কি করতে হবে বলো।
normal,"Tumi osadharon, nijer upor bishash rakho.",Banglish,"Tumi osadharon, nijer upor bishash rakho."
smish,"Dear Customer, Apnar income tax refund onumidito hoyeche moto Rs 20,490/-, ei poriman ti shigghroi credit hobe. Doya kore apnar account number 5XXXXXXXXXX755 jachhai korun. Jodi eti bhul hoy, tahole nicher linke click kore update korun apnar bank account tothyo. Link: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6) Dhonnobad.",Banglish,"Dear Customer, Apnar income tax refund onumidito hoyeche moto Rs 20,490/-, ei poriman ti shigghroi credit hobe. Doya kore apnar account number 5XX755 jachhai korun. Jodi eti bhul hoy, tahole nicher linke click kore update korun apnar bank account tothyo. Link: [ [URL] Dhonnobad."
smish,ইমার্জেন্সি: আপনার সোশ্যাল সিকিউরিটি নাম্বার কম্প্রমাইজড। চেক: check-ssn.tk,Bengali,ইমার্জেন্সি: আপনার সোশ্যাল সিকিউরিটি নাম্বার কম্প্রমাইজড। চেক: check-ssn.tk
smish,আপনার income tax verify করতে call করুন +8801913344556,CodeMix,আপনার income tax verify করতে call করুন [PHONE]
promo,Restaurant-এ খাওয়ার উপর ১৫% ছাড়! offer-টি সীমিত সময়ের জন্য। আজই আসুন!,CodeMix,Restaurant-এ খাওয়ার উপর ১৫% ছাড়! offer-টি সীমিত সময়ের জন্য। আজই আসুন!
promo,BRAC Bank credit card holders জন্য special cashback ১০% on electronics items। Apply করুন এখনই এবং instant reward points পান।,CodeMix,BRAC Bank credit card holders জন্য special cashback ১০% on electronics items। Apply করুন এখনই এবং instant reward points পান।
smish,সতর্কতা! Robi number ০১৭XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 8932 submit করুন,CodeMix,সতর্কতা! Robi number ০১৭XX unauthorized call detect হয়েছে। Check now at [URL] এবং reference 8932 submit করুন
normal,Ami jeno khub dukhito hoichi.,Banglish,Ami jeno khub dukhito hoichi.
normal,"বন্ধু, আজ সন্ধ্যায় ক্রিকেট খেলতে মাঠে আসবে?",Bengali,"বন্ধু, আজ সন্ধ্যায় ক্রিকেট খেলতে মাঠে আসবে?"
smish,Congratulations! Canada immigration lottery te apnar naam selected hoyeche. Visa process korte ekhuni apnar passport scan email korun: canada.visa@processmail.net. Fee joma na dile selection cancel hoye jabe.,Banglish,Congratulations! Canada immigration lottery te apnar naam selected hoyeche. Visa process korte ekhuni apnar passport scan email korun: [URL] Fee joma na dile selection cancel hoye jabe.
normal,"Everything ঠিকঠাক হবে, চিন্তা করো না।",CodeMix,"Everything ঠিকঠাক হবে, চিন্তা করো না।"
promo,"Lee Cooper London-er winter collection mokasin shoe, polo shirt, jeans joldi",Banglish,"Lee Cooper London-er winter collection mokasin shoe, polo shirt, jeans joldi"
smish,"http://www.betwins7.com/?r=ghd8054
Account খুললেই। উরা ধুরা free income। Believe না হলে। তুমি নিজেই দেখে নাও।",CodeMix,[URL] Account খুললেই। উরা ধুরা free income। Believe না হলে। তুমি নিজেই দেখে নাও।
smish,"bKash থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801717788990",Bengali,"bKash থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]"
promo,"Apex Tannery leather goods exhibition! Shoes, bags, wallets up to 45% discount. Dhaka Trade Center!",English,"Apex Tannery leather goods exhibition! Shoes, bags, wallets up to 45% discount. Dhaka Trade Center!"
normal,"Apnar chele bipode, joldi 01672563891 taka pathan.",Banglish,"Apnar chele bipode, joldi [PHONE] taka pathan."
normal,তুমি কি গতকাল নতুন সিনেমাটা দেখেছো? সবাই বলছে খুব ভালো হয়েছে।,Bengali,তুমি কি গতকাল নতুন সিনেমাটা দেখেছো? সবাই বলছে খুব ভালো হয়েছে।
smish,Islami Bank notice: Apnar profile er KYC update complete hoy nai. Verification korte visit islami-verify.org. Action na nile apnar account deactivate hoye jabe ar taka harano jete pare.,Banglish,Islami Bank notice: Apnar profile er KYC update complete hoy nai. Verification korte visit [URL] Action na nile apnar account deactivate hoye jabe ar taka harano jete pare.
promo,Bkash দিয়ে Daraz-এ পেমেন্ট করলে ১৫% ইনস্ট্যান্ট ক্যাশব্যাক। সর্বোচ্চ ২০০ টাকা।,Bengali,Bkash দিয়ে Daraz-এ পেমেন্ট করলে ১৫% ইনস্ট্যান্ট ক্যাশব্যাক। সর্বোচ্চ ২০০ টাকা।
promo,Cashback পাও upto 99tk! skitto app থেকে chill deal-এ- cutt.ly/aAhiAsI,CodeMix,Cashback পাও upto 99tk! skitto app থেকে chill deal-এ- cutt.ly/aAhiAsI
smish,"সোনালী ব্যাংক থেকে সতর্কতা: আপনার কার্ডে ৮৫,০০০ টাকার লেনদেন অনুমোদন ছাড়া হয়েছে। এখনই sonali-cardverify.org এ গিয়ে CVV, OTP এবং নাম্বার যাচাই করুন। না করলে কার্ড ব্লক হবে।",Bengali,"সোনালী ব্যাংক থেকে সতর্কতা: আপনার কার্ডে ৮৫,০০০ টাকার লেনদেন অনুমোদন ছাড়া হয়েছে। এখনই [URL] এ গিয়ে CVV, OTP এবং নাম্বার যাচাই করুন। না করলে কার্ড ব্লক হবে।"
smish,Your bKash account needs to be updated. Send your account number and PIN to 016xxxxxxxx to avoid service disruption.,English,Your bKash account needs to be updated. Send your account number and PIN to 016xx to avoid service disruption.
normal,Eider poriborte shuvo noboborsho!,Banglish,Eider poriborte shuvo noboborsho!
normal,Aj belay ami school e giyechilam.,Banglish,Aj belay ami school e giyechilam.
promo,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",Bengali,জানুয়ারী-২৪ রিচার্জ:0৳ খরচ: ডেটা:0৳ ভয়েস:23৳ অন্যান্য:1৳
normal,তুমি কি সমুদ্রে যাচ্ছো?,Bengali,তুমি কি সমুদ্রে যাচ্ছো?
smish,bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: https://wa.me/8801719900112,CodeMix,bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: [URL]
promo,"তোমার জন্য special deal!10GB+250minutes @৳২৫০,30দিনঃ cutt.ly/Lwg2MRlr",CodeMix,"তোমার জন্য special deal!10GB+250minutes @৳২৫০,30দিনঃ cutt.ly/Lwg2MRlr"
